-2.544,3.132
3.840,-3.480
3.828,-3.468
3.816,-3.456
3.804,-3.444
3.792,-3.432
3.780,-3.420
3.768,-3.408
3.756,-3.396
3.744,-3.384
3.732,-3.372
3.720,-3.360
3.708,-3.348
3.696,-3.336
3.684,-3.324
3.672,-3.312
3.660,-3.300
3.648,-3.288
3.636,-3.276
3.624,-3.264
3.612,-3.252
3.600,-3.240
3.588,-3.228
3.576,-3.216
3.564,-3.204
3.552,-3.192
3.540,-3.180
3.528,-3.168
3.516,-3.156
3.504,-3.144
3.492,-3.132
3.480,-3.120
3.468,-3.108
3.456,-3.096
3.444,-3.084
3.432,-3.072
3.420,-3.060
3.408,-3.048
3.396,-3.036
3.384,-3.024
3.372,-3.012
3.360,-3.000
3.348,-2.988
3.336,-2.976
3.324,-2.964
3.312,-2.952
3.300,-2.940
3.288,-2.928
3.276,-2.916
3.264,-2.904
3.252,-2.892
3.240,-2.880
3.228,-2.868
3.216,-2.856
3.204,-2.844
3.192,-2.832
3.180,-2.820
3.168,-2.808
3.156,-2.796
3.144,-2.784
3.132,-2.772
3.120,-2.760
3.108,-2.748
3.096,-2.736
3.084,-2.724
3.072,-2.712
3.060,-2.700
3.048,-2.688
3.036,-2.676
3.024,-2.664
3.012,-2.652
3.000,-2.640
2.988,-2.628
2.976,-2.616
2.964,-2.604
2.952,-2.592
2.940,-2.580
2.928,-2.568
2.916,-2.556
2.904,-2.544
2.892,-2.532
2.880,-2.520
2.868,-2.508
2.856,-2.496
2.844,-2.484
2.832,-2.472
2.820,-2.460
2.808,-2.448
2.796,-2.436
2.784,-2.424
2.772,-2.412
2.760,-2.400
2.748,-2.388
2.736,-2.376
2.724,-2.364
2.712,-2.352
2.700,-2.340
2.688,-2.328
2.676,-2.316
2.664,-2.304
2.652,-2.292
2.640,-2.280
2.628,-2.268
2.616,-2.256
2.604,-2.244
2.592,-2.232
2.580,-2.220
2.568,-2.208
2.556,-2.196
2.544,-2.184
2.532,-2.172
2.520,-2.160
2.508,-2.148
2.496,-2.136
2.484,-2.124
2.472,-2.112
2.460,-2.100
2.448,-2.088
2.436,-2.076
2.424,-2.064
2.412,-2.052
2.400,-2.040
2.388,-2.028
2.376,-2.016
2.364,-2.004
2.352,-1.992
2.340,-1.980
2.328,-1.968
2.316,-1.956
2.304,-1.944
2.292,-1.932
2.280,-1.920
2.268,-1.908
2.268,-1.896
2.268,-1.884
2.268,-1.872
2.268,-1.860
2.268,-1.848
2.268,-1.836
2.268,-1.824
2.268,-1.812
2.268,-1.800
2.268,-1.788
2.268,-1.776
2.268,-1.764
2.268,-1.752
2.268,-1.740
2.268,-1.728
2.268,-1.716
2.268,-1.704
2.268,-1.692
2.268,-1.680
2.268,-1.668
2.268,-1.656
2.268,-1.644
2.256,-1.632
2.244,-1.620
2.244,-1.608
2.232,-1.596
2.232,-1.584
2.220,-1.572
2.208,-1.560
2.208,-1.548
2.196,-1.536
2.196,-1.524
2.184,-1.512
2.184,-1.500
2.172,-1.488
2.160,-1.476
2.160,-1.464
2.148,-1.452
2.136,-1.440
2.124,-1.428
2.112,-1.416
2.100,-1.404
2.088,-1.392
2.076,-1.380
2.064,-1.368
2.052,-1.356
2.040,-1.344
2.028,-1.332
2.016,-1.320
2.004,-1.308
1.992,-1.296
1.980,-1.284
1.968,-1.272
1.956,-1.260
1.944,-1.248
1.932,-1.236
1.920,-1.224
1.908,-1.212
1.896,-1.200
1.884,-1.188
1.872,-1.176
1.860,-1.164
1.848,-1.152
1.836,-1.140
1.824,-1.128
1.812,-1.116
1.800,-1.104
1.788,-1.092
1.776,-1.080
1.764,-1.068
1.752,-1.056
1.740,-1.044
1.728,-1.032
1.716,-1.020
1.704,-1.008
1.692,-0.996
1.680,-0.984
1.668,-0.972
1.656,-0.960
1.644,-0.948
1.632,-0.936
1.620,-0.924
1.608,-0.912
1.596,-0.900
1.584,-0.888
1.572,-0.876
1.560,-0.864
1.548,-0.852
1.536,-0.840
1.524,-0.828
1.512,-0.816
1.500,-0.804
1.488,-0.792
1.476,-0.780
1.464,-0.768
1.452,-0.756
1.452,-0.744
1.452,-0.732
1.452,-0.720
1.452,-0.708
1.452,-0.696
1.452,-0.684
1.452,-0.672
1.452,-0.660
1.452,-0.648
1.452,-0.636
1.452,-0.624
1.452,-0.612
1.452,-0.600
1.452,-0.588
1.452,-0.576
1.452,-0.564
1.452,-0.552
1.452,-0.540
1.452,-0.528
1.452,-0.516
1.452,-0.504
1.452,-0.492
1.452,-0.480
1.452,-0.468
1.452,-0.456
1.452,-0.444
1.452,-0.432
1.452,-0.420
1.452,-0.408
1.452,-0.396
1.440,-0.384
1.440,-0.372
1.440,-0.360
1.440,-0.348
1.440,-0.336
1.440,-0.324
1.440,-0.312
1.440,-0.300
1.440,-0.288
1.440,-0.276
1.440,-0.264
1.428,-0.252
1.428,-0.240
1.428,-0.228
1.428,-0.216
1.416,-0.204
1.416,-0.192
